Issue Type,Issue key,Issue id,title,Assignee,Reporter,Status,Resolution,Updated,top_component,Component/s,Component/s,Component/s,Component/s,Component/s,Component/s,Component/s,description
Bug,QPID-148,12357461,Field table values are not preserved.,ritchiem,ritchiem,Closed,Fixed,2008-07-07 10:50,Java,Java Common,,,,,,,"When a message is sent with a custom header property the received message has lost the custom property.

Not just custom properties all properties are affected see comments for explination"
Bug,QPID-248,12359805,field table type codes conflict with spec,rhs,rhs,Resolved,Fixed,2007-01-04 21:19,Java,Java Common,,,,,,,"The Java framing library uses it's own set of type codes for field table  values. Some of these are to support extra types not defined in the spec, but some of the conflict with the type codes defined in the spec, for example 'S' means longstr in the spec and unsighed short according to the java. This breaks interoperability with other AMQP implementations, e.g. the entire python interop test suite."
Bug,QPID-2438,12458432,Performance tests do not correctly populate the message with the given MessageSize,ritchiem,ritchiem,Closed,Fixed,2017-03-14 20:08,Java,Java Performance Tests,,,,,,,"The TestUtils class method createTestMessageOfSize does not actually create messages of the requested size. 
Requests for messages > 112 bytes will result in only 112 byte messages. Message size requests of less than 112 bytes will result in a message of up to 12Kbytes.

It can be fixed by either:
1) Fixing the erroneous div and mod calculations,
2) Replacing the complex for loops with a single for loop from 0 to size,
3) using an empty byte array : new byte[size].

"
Bug,QPID-2744,12469463,FieldTable throws a NullPointerException in setObjectProperty rather than expected AMQPInvalidClassException,ritchiem,ritchiem,Closed,Fixed,2017-03-14 20:07,Java,Java Common,,,,,,,"When a null object is passed to setObjectProperty in the FieldTable we should throw an AMQPInvalidClassException stating we need a primitive value.

However we do object.getClass() to show what we were given.. if object is null then we get a NPE.

This needs to be fixed so it doesn't NPE."
Bug,QPID-168,12358399,qpid-server.bat needs updated to support same arguments/features as qpid-server (via qpid-run) bash script,,marnie,Closed,Fixed,2017-03-14 20:01,Java,Java Common,,,,,,,"The qpid-server bash script passes it's arguments through to qpid-run, which allows various arguments and options to be set for such things as using external classpaths, setting options required for the management modules etc etc (long list !).

However, the qpid-server.bat script has not been kept in step and lags behind significantly in terms of features. It  needs to be udpated to support the same set of features that the qpid-run script provides. Note that QPID-14 is currently outstanding which would make updating the bat script easier to complete as it'd provide a list of features to match.

Note that it's been reported that the QPID_OPTS param is not picked up by the qpid-server.bat script. QPID_ARGS works ok, but only useful for passing options to the server's main class."
Bug,QPID-1152,12399094,JUnit toolkit does not compile,aidan,aidan,Closed,Fixed,2017-03-14 20:01,Java,Java Tests,,,,,,,Junit toolkit does not compile cleanly 
Bug,QPID-2725,12468652,Large quantities of documentation are duplicated ,,ritchiem,Closed,Fixed,2016-09-06 16:22,Java,Java Documentation,,,,,,,"The way we generated documentation has led us to duplicate a large amount of contents which will be hard to maintain.

This is because we have the ability to make 1 Book that includes all the documentation yet still make individual books.
The problem is in the 1 Book scenario we need to use the <part> tag for content and in the individual books we need <book>

The simple solution is to have the individual book include the <part> but we are not doing that, we are duplicating the code and in some cases we have an  IDENTICAL file checked in twice: Qpid-Book.xml and Book.xml I'm looking at you.
These individual books all have the same code as the files that don't have the -Book
src/AMQP-Messaging-Broker-CPP-Book.xml   src/Qpid-Compatibility-And-Interoperability-Book.xml
src/AMQP-Messaging-Broker-Java-Book.xml  

They need updated to import the non -Book version or we will end up with in consistent documentation.
"
Bug,QPID-5989,12733430,Maven build generates duplicate system test class files,macbean,kwall,Closed,Fixed,2019-10-02 19:21,Java,Java Tests,,,,,,,Running the test-comple shows that some classes with systest directories are being compiled twice.  This is causing problems for tools such as Sonar.
Bug,QPID-6865,12913645,[Java Perftest] Perftest failure on 0-9,rgodfrey,lorenz.quack,Resolved,Fixed,2019-10-02 19:21,Java,Java Performance Tests,,,,,,,"Perftest fail on draining the queues:
{noformat}
2015-11-17 09:05:38,826 ERROR [org.apache.qpid.disttest.ControllerRunner.main()] o.a.q.d.c.AbstractTestRunner Couldn't run test
org.apache.qpid.disttest.DistributedTestException: org.apache.qpid.disttest.DistributedTestException: Failed to drain queue:direct:///testQueue_2/testQueue_2?routingkey='testQueue_2'&durable='true'
	at org.apache.qpid.disttest.jms.QpidQueueCreator.deleteQueues(QpidQueueCreator.java:249) ~[classes/:na]
	at org.apache.qpid.disttest.jms.ControllerJmsDelegate.deleteQueues(ControllerJmsDelegate.java:268) ~[classes/:na]
	at org.apache.qpid.disttest.controller.AbstractTestRunner.deleteQueues(AbstractTestRunner.java:208) ~[classes/:na]
	at org.apache.qpid.disttest.controller.AbstractTestRunner.runParts(AbstractTestRunner.java:344) ~[classes/:na]
	at org.apache.qpid.disttest.controller.AbstractTestRunner.doIt(AbstractTestRunner.java:297) ~[classes/:na]
	at org.apache.qpid.disttest.controller.HillClimbingTestRunner.run(HillClimbingTestRunner.java:76) [classes/:na]
	at org.apache.qpid.disttest.controller.Controller.runAllTests(Controller.java:173) [classes/:na]
	at org.apache.qpid.disttest.ControllerRunner.runTest(ControllerRunner.java:211) [classes/:na]
	at org.apache.qpid.disttest.ControllerRunner.runTests(ControllerRunner.java:186) [classes/:na]
	at org.apache.qpid.disttest.ControllerRunner.runController(ControllerRunner.java:125) [classes/:na]
	at org.apache.qpid.disttest.ControllerRunner.main(ControllerRunner.java:102) [classes/:na]
	at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method) ~[na:1.8.0_60]
	at sun.reflect.NativeMethodAccessorImpl.invoke(NativeMethodAccessorImpl.java:62) ~[na:1.8.0_60]
	at sun.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:43) ~[na:1.8.0_60]
	at java.lang.reflect.Method.invoke(Method.java:497) ~[na:1.8.0_60]
	at org.codehaus.mojo.exec.ExecJavaMojo$1.run(ExecJavaMojo.java:293) [exec-maven-plugin-1.3.2.jar:na]
	at java.lang.Thread.run(Thread.java:745) [na:1.8.0_60]
Caused by: org.apache.qpid.disttest.DistributedTestException: Failed to drain queue:direct:///testQueue_2/testQueue_2?routingkey='testQueue_2'&durable='true'
	at org.apache.qpid.disttest.jms.QpidQueueCreator.drainQueue(QpidQueueCreator.java:323) ~[classes/:na]
	at org.apache.qpid.disttest.jms.QpidQueueCreator.access$300(QpidQueueCreator.java:57) ~[classes/:na]
	at org.apache.qpid.disttest.jms.QpidQueueCreator$2.call(QpidQueueCreator.java:225) ~[classes/:na]
	at org.apache.qpid.disttest.jms.QpidQueueCreator$2.call(QpidQueueCreator.java:214) ~[classes/:na]
	at java.util.concurrent.FutureTask.run(FutureTask.java:266) ~[na:1.8.0_60]
	at java.util.concurrent.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1142) ~[na:1.8.0_60]
	at java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:617) ~[na:1.8.0_60]
	... 1 common frames omitted
Caused by: org.apache.qpid.disttest.DistributedTestException: Failed to query queue depth:direct:///testQueue_2/testQueue_2?routingkey='testQueue_2'&durable='true'
	at org.apache.qpid.disttest.jms.QpidQueueCreator.getQueueDepth(QpidQueueCreator.java:294) ~[classes/:na]
	at org.apache.qpid.disttest.jms.QpidQueueCreator.drainQueue(QpidQueueCreator.java:317) ~[classes/:na]
	... 7 common frames omitted
Caused by: org.apache.qpid.AMQTimeoutException: Server did not respond in a timely fashion
	at org.apache.qpid.client.util.BlockingWaiter.block(BlockingWaiter.java:170) ~[qpid-client-6.0.0-SNAPSHOT.jar:6.0.0-SNAPSHOT]
	at org.apache.qpid.client.protocol.BlockingMethodFrameListener.blockForFrame(BlockingMethodFrameListener.java:115) ~[qpid-client-6.0.0-SNAPSHOT.jar:6.0.0-SNAPSHOT]
	at org.apache.qpid.client.AMQProtocolHandler.writeCommandFrameAndWaitForReply(AMQProtocolHandler.java:685) ~[qpid-client-6.0.0-SNAPSHOT.jar:6.0.0-SNAPSHOT]
	at org.apache.qpid.client.AMQProtocolHandler.syncWrite(AMQProtocolHandler.java:706) ~[qpid-client-6.0.0-SNAPSHOT.jar:6.0.0-SNAPSHOT]
	at org.apache.qpid.client.AMQProtocolHandler.syncWrite(AMQProtocolHandler.java:700) ~[qpid-client-6.0.0-SNAPSHOT.jar:6.0.0-SNAPSHOT]
	at org.apache.qpid.client.AMQSession_0_8.sendExchangeBound(AMQSession_0_8.java:503) ~[qpid-client-6.0.0-SNAPSHOT.jar:6.0.0-SNAPSHOT]
	at org.apache.qpid.client.AMQSession_0_8.access$100(AMQSession_0_8.java:71) ~[qpid-client-6.0.0-SNAPSHOT.jar:6.0.0-SNAPSHOT]
	at org.apache.qpid.client.AMQSession_0_8$2.execute(AMQSession_0_8.java:459) ~[qpid-client-6.0.0-SNAPSHOT.jar:6.0.0-SNAPSHOT]
	at org.apache.qpid.client.AMQSession_0_8$2.execute(AMQSession_0_8.java:456) ~[qpid-client-6.0.0-SNAPSHOT.jar:6.0.0-SNAPSHOT]
	at org.apache.qpid.client.failover.FailoverNoopSupport.execute(FailoverNoopSupport.java:67) ~[qpid-client-6.0.0-SNAPSHOT.jar:6.0.0-SNAPSHOT]
	at org.apache.qpid.client.AMQSession_0_8.isBound(AMQSession_0_8.java:462) ~[qpid-client-6.0.0-SNAPSHOT.jar:6.0.0-SNAPSHOT]
	at org.apache.qpid.client.AMQSession_0_8.requestQueueDepth(AMQSession_0_8.java:964) ~[qpid-client-6.0.0-SNAPSHOT.jar:6.0.0-SNAPSHOT]
	at org.apache.qpid.client.AMQSession$9.execute(AMQSession.java:2807) ~[qpid-client-6.0.0-SNAPSHOT.jar:6.0.0-SNAPSHOT]
	at org.apache.qpid.client.AMQSession$9.execute(AMQSession.java:2802) ~[qpid-client-6.0.0-SNAPSHOT.jar:6.0.0-SNAPSHOT]
	at org.apache.qpid.client.failover.FailoverNoopSupport.execute(FailoverNoopSupport.java:67) ~[qpid-client-6.0.0-SNAPSHOT.jar:6.0.0-SNAPSHOT]
	at org.apache.qpid.client.AMQSession.getQueueDepth(AMQSession.java:2814) ~[qpid-client-6.0.0-SNAPSHOT.jar:6.0.0-SNAPSHOT]
	at org.apache.qpid.client.AMQSession.getQueueDepth(AMQSession.java:2786) ~[qpid-client-6.0.0-SNAPSHOT.jar:6.0.0-SNAPSHOT]
	at org.apache.qpid.disttest.jms.QpidQueueCreator.getQueueDepth(QpidQueueCreator.java:289) ~[classes/:na]
	... 8 common frames omitted
{noformat}
Full logs as attachments."
Bug,QPID-7301,12978180,[Java Client] [Java Broker] JMS Selector parsing will not fail if a valid selector is followed by invalid text,lorenz.quack,rgodfrey,Closed,Fixed,2019-10-02 19:20,Java,Java Common,,,,,,,"A JMS Selector which has a valid stem followed by invalid data will not cause a failure, and the selector will be parsed an executed as if only the valid stem were present.

For example the selector

{code}
a = 1 AMD  b = 2
{code}

will be treated as if the selector was

{code}
a = 1
{code}"
Bug,QPID-5764,12713861,[Java] add a note detailing the move to the Maven build for future releases,robbie,robbie,Closed,Fixed,2017-03-14 21:52,Java,Java Build,,,,,,,"Add a note to the main Java build detailing that we will be switching to the maven build systems (see QPID-5048 + QPID-5610) for future releases, to try and give affected developers+users advanced notice.

"
Bug,QPID-68,12354859,Ant build system fails if the project path contains a space,,ritchiem,Closed,Fixed,2017-03-14 21:52,Java,Java Build,,,,,,,"If a folder on your path contains a space then the ant process fails to build.

This is due to the custom Ant code.

The Map.java code splits incoming propery value is split on regex ""\\s+"".

Changing module.xml line 23 to include a split value.

 <map property=""module"" value=""${basedir}"" split=""${path.separator}"">

AFAICT there is only ever going to be one directory in the ${basedir}
value hence use the system path.separator will not cause a problem but
allow spaces in the path

"
Bug,QPID-1605,12412910,intermittent failures of the failover related QueueBrowser* tests,rhs,rhs,Closed,Fixed,2017-03-14 20:12,Java,Java Tests,,,,,,,"The failover related tests sometimes fail because the java 0-10 client is acknowledging messages received from a prior session, and these sometimes fall outside the range of messages that have been sent on the new session. When this happens an assertion failure is triggered on the C++ broker. The java client needs to be fixed to pause failover until all the messages from old sessions have been processed."
Bug,QPID-3973,12552367,QPID Java SSLUtil does not support non-JKS key store types,rgodfrey,jsightle@redhat.com,Closed,Fixed,2017-03-14 20:12,Java,Java Common,JMS AMQP 0-x,,,,,,"We are required to run our system in FIPS-compliant mode, using the NSS library for Java Security. In this mode, we cannot use JKS for private key storage.

Unfortunately, SSLUtil does not support configurable KeyStore types, and will throw an exception if we attempt to do this."
Bug,QPID-1761,12417331,BBEncoder.grow doesn't properly copy and ends up garbling the encoded data,rhs,rhs,Closed,Fixed,2017-03-14 20:12,Java,Java Common,,,,,,,"BBEncoder.grow doesn't flip the old buffer before copying it to the new buffer. The default buffer size is 4K, so this will only effect messages with more than 4K worth of headers."
Bug,QPID-4081,12595359,"If Exception is thrown on stopping of first broker from several brokers started by test case, the remaining brokers continue running and impact all following test cases",rgodfrey,orudyy,Closed,Fixed,2017-03-14 20:12,Java,Java Tests,,,,,,,"If Exception is thrown on stopping of any broker from several brokers started by test case, the remaining brokers are left running and might continue operating and impact all following test cases. As result, if any of the following tests tries to start broker on the occupied port, the broker does not start and test fails."
Bug,QPID-4104,12597419,Test org.apache.qpid.server.store.StoreOverfullTest.testCapacityExceededCausesBlockTwoConnections fails occasionally,kwall,orudyy,Closed,Fixed,2017-03-14 20:12,Java,Java Tests,,,,,,,"Test org.apache.qpid.server.store.StoreOverfullTest.testCapacityExceededCausesBlockTwoConnections fails occasionally.

The second queue in this test has not been created and bound. As result an exception AMQNoRouteException is returned for each published message.

{noformat}
org.apache.qpid.client.AMQNoRouteException: Error: No Route for message [error code 312: no route]
	at org.apache.qpid.client.AMQSession_0_8$2.run(AMQSession_0_8.java:506)
	at java.util.concurrent.ThreadPoolExecutor$Worker.runTask(ThreadPoolExecutor.java:886)
	at java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:908)
	at java.lang.Thread.run(Thread.java:619)
{noformat}"
Bug,QPID-4047,12559885,IoNetworkTransport doesn't use timeout on socket connect,rgodfrey,lefthandmagic,Closed,Fixed,2017-03-14 20:12,Java,Java Common,,,,,,,"line 76 of org/apache/qpid/transport/network/io/IoNetworkTransport calls _socket.connect without supplying a timeout value.  This is equivalent to an infinite timeout. Re-use the _timeout field within the same class that specifies a 60 second timeout for reads?

I've attached a patch."
Bug,QPID-4602,12634125,Java broker fails to start if the default log4j configuration is used,robbie,orudyy,Closed,Fixed,2017-03-14 20:08,Java,Java Tests,,,,,,,"The commit in revision https://svn.apache.org/repos/asf/qpid/trunk@1448306 broke java system tests. The log4j configuration location is not correctly passed into the spawn broker command line if it contains spaces. As result, a default log4j configuration is used but LoggingManagementFacade is not created for it and NullPointerException is thrown from JMXManagement on trying to create LoggingManagementMBean:
{noformat}
Exception during startup: java.lang.NullPointerException
java.lang.NullPointerException
	at org.apache.qpid.server.jmx.mbeans.LoggingManagementMBean.buildAllAvailableLoggerLevelsWithInheritedPsuedoLogLevel(LoggingManagementMBean.java:323)
	at org.apache.qpid.server.jmx.mbeans.LoggingManagementMBean.<init>(LoggingManagementMBean.java:87)
	at org.apache.qpid.server.jmx.JMXManagement.start(JMXManagement.java:190)
	at org.apache.qpid.server.jmx.JMXManagement.setState(JMXManagement.java:110)
	at org.apache.qpid.server.model.adapter.AbstractAdapter.setDesiredState(AbstractAdapter.java:94)
	at org.apache.qpid.server.model.adapter.BrokerAdapter.changeState(BrokerAdapter.java:707)
	at org.apache.qpid.server.model.adapter.BrokerAdapter.setState(BrokerAdapter.java:675)
	at org.apache.qpid.server.model.adapter.AbstractAdapter.setDesiredState(AbstractAdapter.java:94)
	at org.apache.qpid.server.configuration.updater.ChangeStateTask.call(ChangeStateTask.java:59)
	at org.apache.qpid.server.configuration.updater.ChangeStateTask.call(ChangeStateTask.java:28)
	at org.apache.qpid.server.configuration.updater.TaskExecutor.executeTask(TaskExecutor.java:213)
	at org.apache.qpid.server.configuration.updater.TaskExecutor.access$200(TaskExecutor.java:46)
	at org.apache.qpid.server.configuration.updater.TaskExecutor$CallableWrapper$1.run(TaskExecutor.java:252)
	at java.security.AccessController.doPrivileged(Native Method)
	at javax.security.auth.Subject.doAs(Subject.java:396)
	at org.apache.qpid.server.configuration.updater.TaskExecutor$CallableWrapper.call(TaskExecutor.java:247)
	at java.util.concurrent.FutureTask$Sync.innerRun(FutureTask.java:303)
	at java.util.concurrent.FutureTask.run(FutureTask.java:138)
	at java.util.concurrent.ThreadPoolExecutor$Worker.runTask(ThreadPoolExecutor.java:886)
	at java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:908)
	at java.lang.Thread.run(Thread.java:662)
{noformat}"
Bug,QPID-3679,12534941,Documentation for JMS prefetch could use some correction and amplification,robbie,gsim,Closed,Fixed,2017-03-14 20:08,Java,Java Documentation,JMS AMQP 0-x,,,,,,"(1) the documentation states that maxprefetch controls the 'maximum number of pre-fetched messages per destination'. However this is not strictly correct, it is the prefetch per *consumer* (if you had multiple consumers on the same destination they would each have that amount of prefetch).

(2) there is no mention of the capacity option in the address (which admittedly is only supported by the JMS client ta this point)"
Bug,QPID-3501,12524290,LogMonitor can corrupt test logs files and cause tests subclassing AbstractLoggingTests to fail.,kwall,kwall,Closed,Fixed,2017-03-14 20:08,Java,Java Tests,,,,,,,"On an old slow CI box, occasionally we see test failures from those tests subclassing AbstractLoggingTests (ChannelLoggingTests, ExchangeLoggingTest etc).

For example:   org.apache.qpid.server.logging.ExchangeLoggingTest fails on the 0-9-1 test profile with exception:

{code}
TestName: testDiscardedMessage Duration: 11.167

Incorrect message expected:<...3> but was:<...1>
                                

junit.framework.ComparisonFailure: Incorrect message expected:<...3> but was:<...1>
	at org.apache.qpid.server.logging.AbstractTestLogging.validateMessageID(AbstractTestLogging.java:119)
	at org.apache.qpid.server.logging.ExchangeLoggingTest.testDiscardedMessage(ExchangeLoggingTest.java:249)
	at org.apache.qpid.test.utils.QpidBrokerTestCase.runBare(QpidBrokerTestCase.java:238)
	at org.apache.qpid.test.utils.QpidTestCase.run(QpidTestCase.java:131)
{code}

Analysis shows that the tests' assertions are failing because the test standard out file is corrupt.  When the test fails, the .out file contains a long sequence of ASCII NULs and parts of the log are duplicated.  It is the duplication that causes the assertion failure, as the log files contain incorrect numbers of operation log messages (EXH- in this case). 
 

{code}
od -a TEST-org.apache.qpid.server.logging.ExchangeLoggingTest.testDiscardedMessage.out | head
0000000 nul nul nul nul nul nul nul nul nul nul nul nul nul nul nul nul
*
0164000 nul nul nul nul nul nul nul nul nul nul nul nul m a i n
0164020 sp 2 0 1 1 - 0 9 - 2 1 sp 2 1 : 1

{code}"
Bug,QPID-3454,12520097,System test StreamMessageTest would not detect regression in StreamMessage buffer expansion.,robbie,kwall,Closed,Fixed,2017-03-14 20:08,Java,Java Tests,,,,,,,"A defect in the logic of StreamMessageTest#testModifyReceivedMessageExpandsBuffer would mean that a regression could go unnoticed.

The test incorrectly uses a Junit assertion _within_ an onMessage.  Unfortunately if this assertion were to ever fail, the Junit test harness would not hear the assertion fail as onMessage is executed by a separate thread.

 "
Bug,QPID-1809,12422863,SimpleACLTest..testServerPublishInvalidQueueSuccess fails due to incorrect exception,aidan,ritchiem,Closed,Fixed,2017-03-14 20:08,Java,Java Tests,,,,,,,"Summary:

Test fails fairly regularly with the following error:

SimpleACLTest..testServerPublishInvalidQueueSuccess
junit.framework.AssertionFailedError: Incorrect exception expected:<class javax.jms.IllegalStateException> but was:<class javax.jms.JMSException>
at org.apache.qpid.server.security.acl.SimpleACLTest.testServerPublishInvalidQueueSuccess(SimpleACLTest.java:624)
at org.apache.qpid.test.utils.QpidTestCase.runBare(QpidTestCase.java:188)
at org.apache.qpid.test.utils.QpidTestCase.run(QpidTestCase.java:222)
"
Bug,QPID-4341,12608801,ensure the Topic perftests actually use Topic destinations,robbie,robbie,Closed,Fixed,2017-03-14 20:08,Java,Java Performance Tests,,,,,,,"Most of the example performance test definitions for Topics dont actually use Topic destinations. This is probably 'OK' on the producer side since they are really just sending to an exchange with a particular routing key either way, but it should really be using a Topic destination since thats what users will do. On the consumer side the test should obviously be using a Topic destination."
Bug,QPID-2340,12445526,[Java] ProducerFlowControlTest failing due to race condition in test,rgodfrey,rgodfrey,Closed,Fixed,2017-03-14 20:08,Java,Java Tests,,,,,,,"ProducerFlowControlTest occasionally fails with unexpected numbers of messages being sent due to the fact that the test is based on sleeping for an amount of time, and assuming that the flow control will have kicked in by then.  this is necessary as sending messages cannot be made synchronous in 0-8.

To fix, introduce a .sync() method on AMQSession and call this after sends in the test.  This will ensure that any necessary flow control will have been enacted before the next client operation is invoked."
Bug,QPID-2484,12461384,"Interoperability tests fail due to attempts to print out contents of JMS Message objects, and do not parse command line properies",ritchiem,andrew.kennedy,Closed,Fixed,2017-03-14 20:08,Java,Java Tests,,,,,,,"Interoperability tests fail due to attempts to print out contents of JMS Message objects, as the messages are not considered readable. This is exposed in the toString method, which is called during String concatenation. To fix this, the TestClient and ConversationFactory classes have been modified to print the JMSMessageId instead, which is always accessible. Additionally, the TestClient class does not correctly use parsed command line properties, and fails to set the broker URL and default virtual host name. The default virtual host should be set to ""test"" in the default properties, to match the Javadoc, and the TestClient should add the parsed command line properties to the default properties with the correct name."
Bug,QPID-2158,12438896,[Java 0-8/0-9] Overlong AMQShortStrings incorrectly encoded and cause Frame corruption,robbie,rgodfrey,Closed,Fixed,2017-03-14 20:07,Java,Java Common,,,,,,,"AMQP defines as shortstr as a 1-octet length followed by that many octets of data.  In java we use the AMQShortString class to represent this datatype in the 0-8/0-9 codebase.  Unfortunately the AMQShortString class does not check to ensure that on construction its total length is less than 256 characters.  In cases where an overlong  AMQShortString is created and subsequently encoded, the size is written out as (byte) length, which means that a String of length 296 will be encoded as an octect with value 40 (296 & 255) followed by 296 octets of data.  Upon decoding this causes a frame decoding error.

We should check on construction of an AMQShortString that the underlying data does not have length > 255, and that if it does we should throw an appropriate exception (IndexOutOfBoundsException?)

[This error was discovered when a long queue name was created, and that queue subsequently used as the destination for a reply-to field... the encoding of a reply-to copies the queue name twice (once as the queue name, once as the binding-key]"
Bug,QPID-2370,12446899,TTR-Qpid-07-NA failed due to channel error 504 during tear down,robbie,ritchiem,Closed,Fixed,2017-03-14 20:07,Java,Java Performance Tests,,,,,,,"During a full 'RunCore.sh' performance test run TTR-Qpid-07-NA hung holding the test run up. This appeared to be as a result of a Channel Error that was thrown during. 

Thread-4 2010-01-26 03:29:48,722 ERROR [apache.qpid.client.AMQConnection] error:
org.apache.qpid.AMQConnectionClosedException: Error: channel is closed [error code 504: channel error] [error code 504: channel error]

This may have occured during test tear down as the following was logged by the same thread just after the stack trace.
Thread-4 2010-01-26 03:29:48,725 WARN [apache.qpid.ping.PingTestPerf] There was an exception during per thread tear down.


"
Bug,QPID-4053,12560160,Performance Test Framework: QueueDelete can timeout if test ends when too many unprocessed messages remain on test queue,kwall,kwall,Closed,Fixed,2017-03-14 20:07,Java,Java Performance Tests,,,,,,,"There is a problem in the new Performance Test Framework.  If a test utilising the maxiumumDuration feature completes with too many messages left on a queue (as would be the case where number of producers out-number consumers), the QueueDelete command issued by the framework can apparently fail owing to a timeout exception.  The command does in fact complete successfully server side, it is just the client gives up awaiting the response.  This can cause a spurious test failure.

I see this with VaryingNumberOfParticipants.json when maximumDuration is set to 100seconds.

{code}
org.apache.qpid.AMQTimeoutException: Server did not respond in a timely fashion [error code 408: Request Timeout]
        at org.apache.qpid.client.util.BlockingWaiter.block(BlockingWaiter.java:177)
        at org.apache.qpid.client.protocol.BlockingMethodFrameListener.blockForFrame(BlockingMethodFrameListener.java:122)
        at org.apache.qpid.client.protocol.AMQProtocolHandler.writeCommandFrameAndWaitForReply(AMQProtocolHandler.java:656)
        at org.apache.qpid.client.protocol.AMQProtocolHandler.syncWrite(AMQProtocolHandler.java:677)
        at org.apache.qpid.client.protocol.AMQProtocolHandler.syncWrite(AMQProtocolHandler.java:671)
        at org.apache.qpid.client.AMQSession_0_8.sendQueueDelete(AMQSession_0_8.java:429)
        at org.apache.qpid.disttest.jms.QpidQueueCreator.deleteQueue(QpidQueueCreator.java:88)
        at org.apache.qpid.disttest.jms.QpidQueueCreator.deleteQueues(QpidQueueCreator.java:55)
        at org.apache.qpid.disttest.jms.ControllerJmsDelegate.deleteQueues(ControllerJmsDelegate.java:198)
        at org.apache.qpid.disttest.controller.TestRunner.deleteQueues(TestRunner.java:232)
        at org.apache.qpid.disttest.controller.TestRunner.runParts(TestRunner.java:139)
        at org.apache.qpid.disttest.controller.TestRunner.run(TestRunner.java:103)
        at org.apache.qpid.disttest.controller.Controller.runAllTests(Controller.java:172)
        at org.apache.qpid.disttest.ControllerRunner.runTest(ControllerRunner.java:120)
        at org.apache.qpid.disttest.ControllerRunner.runTests(ControllerRunner.java:105)
        at org.apache.qpid.disttest.ControllerRunner.runController(ControllerRunner.java:80)
        at org.apache.qpid.disttest.ControllerRunner.main(ControllerRunner.java:69)

{code}"
Bug,QPID-3792,12540561,Test DurableSubscriptionTest.testDurSubAddMessageSelectorNoClose fails sporadically for test profile java-bdb-spawn.0-10,robbie,orudyy,Closed,Fixed,2017-03-14 20:07,Java,Java Tests,,,,,,,"Test org.apache.qpid.test.unit.topic.DurableSubscriptionTest.testDurSubAddMessageSelectorNoClose fails sporadically for test profile java-bdb-spawn.0-10

junit.framework.AssertionFailedError: Queue depth is wrong expected:<1> but was:<0>
	at org.apache.qpid.test.unit.topic.DurableSubscriptionTest.testDurSubAddMessageSelectorNoClose(DurableSubscriptionTest.java:796)
	at org.apache.qpid.test.utils.QpidBrokerTestCase.runBare(QpidBrokerTestCase.java:242)
	at org.apache.qpid.test.utils.QpidTestCase.run(QpidTestCase.java:138)
"
Bug,QPID-2262,12443004,Random test failures in SimpleACLTest,ritchiem,rajith,Closed,Fixed,2017-03-14 20:07,Java,Java Tests,,,,,,,I have modifed the test to detect when it receives an IllegalStateException and log about QPID-1204 rather than causing a test failure. This approach was already in use when the exception was an AMQAuthenticationException but was not handled when the cause is null.
Bug,QPID-2028,12432164,Broker test do not cleanup ApplicationRegistry that they create,ritchiem,ritchiem,Closed,Fixed,2017-03-14 20:07,Java,Java Tests,,,,,,,"Summmary:

The non-unit tests in the broker package that cause an ApplicationRegistry to be created do not correctly remove this registry at the end of the test. This is what causes the ApplicationRegistry errors at the end of the ant run.

Sharing ARs between tests will increase the likelyhood of cross contamination of tests leading to spurious failures.

The tests should ensure that the correctly close any AR they create.

This is more relevant now as the new broker logging uses a ThreadLocal to maintain the current logger and only through a correct clean up of all tests can it be successfully tested in isolation."
Bug,QPID-3793,12540566,Test MessageStatisticsTest.testMessagePeakRates fails sporadically on java-bdb-spawn.0-10 test profile,robbie,orudyy,Closed,Fixed,2017-03-14 20:07,Java,Java Tests,,,,,,,"Test MessageStatisticsTest.testMessagePeakRates fails sporadically on java-bdb-spawn.0-10 test profile

junit.framework.AssertionFailedError: Incorrect dev vhost peak messages: expected 2.000000 +/- 20%, actual 1.500000
	at org.apache.qpid.management.jmx.MessageStatisticsTestCase.assertApprox(MessageStatisticsTestCase.java:126)
	at org.apache.qpid.management.jmx.MessageStatisticsTest.testMessagePeakRates(MessageStatisticsTest.java:181)
	at org.apache.qpid.test.utils.QpidBrokerTestCase.runBare(QpidBrokerTestCase.java:242)
	at org.apache.qpid.test.utils.QpidTestCase.run(QpidTestCase.java:138)
"
